# life_time, setting1, setting2, setting3, s1, s2, s3, s4, s5, s6, s7, s8, s9, s10, s11, s12, s13, s14, s15, s16, s17, s18, s19, s20, s21
1.870000000000000000e+02 -5.999999999999999474e-04 -1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.424800000000000182e+02 1.594339999999999918e+03 1.400930000000000064e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.545700000000000500e+02 2.388019999999999982e+03 9.058299999999999272e+03 1.300000000000000044e+00 4.739999999999999858e+01 5.218400000000000318e+02 2.388090000000000146e+03 8.136220000000000255e+03 8.406399999999999650e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.896000000000000085e+01 2.334489999999999910e+01
2.200000000000000000e+02 -3.700000000000000164e-03 1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.428600000000000136e+02 1.586500000000000000e+03 1.409569999999999936e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.534700000000000273e+02 2.388079999999999927e+03 9.053379999999999200e+03 1.300000000000000044e+00 4.767000000000000171e+01 5.215000000000000000e+02 2.388090000000000146e+03 8.132220000000000255e+03 8.444200000000000372e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.881000000000000227e+01 2.325979999999999848e+01
8.000000000000000000e+01 -8.000000000000000383e-04 1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.426699999999999591e+02 1.589759999999999991e+03 1.414599999999999909e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.539600000000000364e+02 2.388150000000000091e+03 9.069600000000000364e+03 1.300000000000000044e+00 4.757000000000000028e+01 5.214900000000000091e+02 2.388099999999999909e+03 8.141350000000000364e+03 8.445399999999999352e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.890999999999999659e+01 2.324289999999999878e+01
7.000000000000000000e+01 -2.599999999999999881e-03 -2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.430599999999999454e+02 1.591539999999999964e+03 1.416069999999999936e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.533600000000000136e+02 2.388130000000000109e+03 9.062760000000000218e+03 1.300000000000000044e+00 4.746000000000000085e+01 5.213200000000000500e+02 2.388099999999999909e+03 8.138630000000000109e+03 8.464100000000000179e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.859000000000000341e+01 2.320179999999999865e+01
3.400000000000000000e+01 5.000000000000000104e-04 -2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.427999999999999545e+02 1.593339999999999918e+03 1.412529999999999973e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.530800000000000409e+02 2.388039999999999964e+03 9.107159999999999854e+03 1.300000000000000044e+00 4.760999999999999943e+01 5.215099999999999909e+02 2.388079999999999927e+03 8.182789999999999964e+03 8.455700000000000216e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.865999999999999659e+01 2.330450000000000088e+01
1.660000000000000000e+02 2.399999999999999790e-03 -5.000000000000000104e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.417400000000000091e+02 1.582140000000000100e+03 1.395309999999999945e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.550499999999999545e+02 2.388010000000000218e+03 9.064969999999999345e+03 1.300000000000000044e+00 4.696999999999999886e+01 5.224199999999999591e+02 2.387989999999999782e+03 8.142430000000000291e+03 8.387800000000000367e+00 2.999999999999999889e-02 3.900000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.914000000000000057e+01 2.340769999999999840e+01
3.400000000000000000e+01 -2.200000000000000133e-03 -2.999999999999999737e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.426499999999999773e+02 1.591660000000000082e+03 1.403509999999999991e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.535499999999999545e+02 2.388059999999999945e+03 9.105530000000000655e+03 1.300000000000000044e+00 4.746999999999999886e+01 5.212699999999999818e+02 2.388030000000000200e+03 8.179920000000000073e+03 8.421900000000000830e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.888000000000000256e+01 2.327110000000000056e+01
1.340000000000000000e+02 1.000000000000000021e-03 -2.999999999999999737e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.430399999999999636e+02 1.589880000000000109e+03 1.412029999999999973e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.532300000000000182e+02 2.388059999999999945e+03 9.048329999999999927e+03 1.300000000000000044e+00 4.756000000000000227e+01 5.218300000000000409e+02 2.388150000000000091e+03 8.133310000000000400e+03 8.433699999999999974e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.877000000000000313e+01 2.322629999999999839e+01
1.300000000000000000e+01 2.899999999999999800e-03 4.000000000000000192e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.432599999999999909e+02 1.597539999999999964e+03 1.421150000000000091e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.515800000000000409e+02 2.388139999999999873e+03 9.062469999999999345e+03 1.300000000000000044e+00 4.792999999999999972e+01 5.203500000000000227e+02 2.388119999999999891e+03 8.138229999999999563e+03 8.482400000000000162e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.845000000000000284e+01 2.314649999999999963e+01
1.390000000000000000e+02 -2.099999999999999870e-03 4.000000000000000192e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.428200000000000500e+02 1.591150000000000091e+03 1.406160000000000082e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.533999999999999773e+02 2.388059999999999945e+03 9.057850000000000364e+03 1.300000000000000044e+00 4.765999999999999659e+01 5.211699999999999591e+02 2.388070000000000164e+03 8.147479999999999563e+03 8.452400000000000801e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.893999999999999773e+01 2.330330000000000013e+01
1.870000000000000000e+02 -0.000000000000000000e+00 -2.999999999999999737e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.426000000000000227e+02 1.582619999999999891e+03 1.396720000000000027e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.546499999999999773e+02 2.388000000000000000e+03 9.059350000000000364e+03 1.300000000000000044e+00 4.724000000000000199e+01 5.223300000000000409e+02 2.388000000000000000e+03 8.136300000000000182e+03 8.409800000000000608e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.907000000000000028e+01 2.335549999999999926e+01
6.500000000000000000e+01 -3.200000000000000153e-03 2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.422000000000000455e+02 1.593180000000000064e+03 1.404420000000000073e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.531200000000000045e+02 2.388050000000000182e+03 9.088579999999999927e+03 1.300000000000000044e+00 4.753999999999999915e+01 5.213999999999999773e+02 2.388070000000000164e+03 8.161489999999999782e+03 8.426000000000000156e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.885999999999999943e+01 2.331319999999999837e+01
8.500000000000000000e+01 2.299999999999999961e-03 2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.431699999999999591e+02 1.589619999999999891e+03 1.402400000000000091e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.529700000000000273e+02 2.388090000000000146e+03 9.055040000000000873e+03 1.300000000000000044e+00 4.747999999999999687e+01 5.213099999999999454e+02 2.388110000000000127e+03 8.134470000000000255e+03 8.444499999999999673e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.872999999999999687e+01 2.331419999999999959e+01
2.600000000000000000e+01 -4.100000000000000346e-03 -2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.433200000000000500e+02 1.596690000000000055e+03 1.417319999999999936e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.521699999999999591e+02 2.388130000000000109e+03 9.119479999999999563e+03 1.300000000000000044e+00 4.792000000000000171e+01 5.209400000000000546e+02 2.388090000000000146e+03 8.188260000000000218e+03 8.459400000000000475e+00 2.999999999999999889e-02 3.950000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.853000000000000114e+01 2.316479999999999961e+01
3.400000000000000000e+01 -4.000000000000000192e-04 -2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.431299999999999955e+02 1.596369999999999891e+03 1.410710000000000036e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.525000000000000000e+02 2.388139999999999873e+03 9.091090000000000146e+03 1.300000000000000044e+00 4.765999999999999659e+01 5.207500000000000000e+02 2.388119999999999891e+03 8.168479999999999563e+03 8.491199999999999193e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.857000000000000028e+01 2.324790000000000134e+01
9.900000000000000000e+01 -1.100000000000000066e-03 1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.420900000000000318e+02 1.593549999999999955e+03 1.407410000000000082e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.539500000000000455e+02 2.388099999999999909e+03 9.069889999999999418e+03 1.300000000000000044e+00 4.722999999999999687e+01 5.216399999999999864e+02 2.388059999999999945e+03 8.142569999999999709e+03 8.406200000000000117e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.878000000000000114e+01 2.319940000000000069e+01
4.700000000000000000e+01 -3.299999999999999982e-03 1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.430700000000000500e+02 1.589529999999999973e+03 1.413000000000000000e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.528600000000000136e+02 2.388059999999999945e+03 9.096969999999999345e+03 1.300000000000000044e+00 4.759000000000000341e+01 5.212500000000000000e+02 2.388150000000000091e+03 8.158630000000000109e+03 8.444200000000000372e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.857000000000000028e+01 2.324119999999999919e+01
4.300000000000000000e+01 -2.000000000000000096e-04 0.000000000000000000e+00 1.000000000000000000e+02 5.186699999999999591e+02 6.423700000000000045e+02 1.591740000000000009e+03 1.408690000000000055e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.535800000000000409e+02 2.388070000000000164e+03 9.071969999999999345e+03 1.300000000000000044e+00 4.747999999999999687e+01 5.206499999999999773e+02 2.388039999999999964e+03 8.151079999999999927e+03 8.404299999999999216e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.884000000000000341e+01 2.321709999999999852e+01
9.300000000000000000e+01 -3.599999999999999901e-03 -2.999999999999999737e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.426299999999999955e+02 1.582119999999999891e+03 1.396839999999999918e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.541799999999999500e+02 2.388030000000000200e+03 9.063409999999999854e+03 1.300000000000000044e+00 4.746999999999999886e+01 5.219900000000000091e+02 2.388019999999999982e+03 8.143720000000000255e+03 8.444200000000000372e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.909000000000000341e+01 2.327840000000000131e+01
2.010000000000000000e+02 -2.899999999999999800e-03 4.000000000000000192e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.421200000000000045e+02 1.576660000000000082e+03 1.399970000000000027e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.544199999999999591e+02 2.387969999999999800e+03 9.052829999999999927e+03 1.300000000000000044e+00 4.706000000000000227e+01 5.227000000000000455e+02 2.387949999999999818e+03 8.138100000000000364e+03 8.381199999999999761e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.896999999999999886e+01 2.338970000000000127e+01
8.500000000000000000e+01 1.399999999999999986e-03 -4.000000000000000192e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.422300000000000182e+02 1.588890000000000100e+03 1.407349999999999909e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.539900000000000091e+02 2.388050000000000182e+03 9.060020000000000437e+03 1.300000000000000044e+00 4.732000000000000028e+01 5.221000000000000227e+02 2.388099999999999909e+03 8.140789999999999964e+03 8.416000000000000369e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.900000000000000000e+01 2.331350000000000122e+01
1.200000000000000000e+02 2.599999999999999881e-03 1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.425299999999999727e+02 1.590299999999999955e+03 1.399799999999999955e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.530499999999999545e+02 2.388090000000000146e+03 9.064469999999999345e+03 1.300000000000000044e+00 4.746999999999999886e+01 5.217100000000000364e+02 2.388079999999999927e+03 8.136930000000000291e+03 8.429600000000000648e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.882999999999999829e+01 2.335889999999999844e+01
2.910000000000000000e+02 -3.599999999999999901e-03 -2.999999999999999737e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.426399999999999864e+02 1.582990000000000009e+03 1.398750000000000000e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.546499999999999773e+02 2.388090000000000146e+03 9.050100000000000364e+03 1.300000000000000044e+00 4.739000000000000057e+01 5.219500000000000455e+02 2.388090000000000146e+03 8.143989999999999782e+03 8.397399999999999309e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.909000000000000341e+01 2.338670000000000115e+01
3.000000000000000000e+01 3.399999999999999811e-03 -5.000000000000000104e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.428300000000000409e+02 1.592109999999999900e+03 1.417630000000000109e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.534500000000000455e+02 2.388039999999999964e+03 9.130129999999999200e+03 1.300000000000000044e+00 4.770000000000000284e+01 5.211000000000000227e+02 2.388010000000000218e+03 8.197250000000000000e+03 8.445999999999999730e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.881000000000000227e+01 2.326670000000000016e+01
8.700000000000000000e+01 -2.999999999999999737e-04 -1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.421299999999999955e+02 1.592259999999999991e+03 1.403119999999999891e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.539800000000000182e+02 2.388010000000000218e+03 9.074250000000000000e+03 1.300000000000000044e+00 4.722999999999999687e+01 5.218899999999999864e+02 2.388059999999999945e+03 8.148920000000000073e+03 8.390599999999999170e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.885999999999999943e+01 2.348069999999999879e+01
2.800000000000000000e+01 -1.899999999999999996e-03 5.000000000000000104e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.433600000000000136e+02 1.598799999999999955e+03 1.419279999999999973e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.521699999999999591e+02 2.388199999999999818e+03 9.073069999999999709e+03 1.300000000000000044e+00 4.789999999999999858e+01 5.205700000000000500e+02 2.388210000000000036e+03 8.144930000000000291e+03 8.492800000000000793e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.878000000000000114e+01 2.326219999999999999e+01
4.600000000000000000e+01 2.399999999999999790e-03 0.000000000000000000e+00 1.000000000000000000e+02 5.186699999999999591e+02 6.431100000000000136e+02 1.589339999999999918e+03 1.407759999999999991e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.526699999999999591e+02 2.388090000000000146e+03 9.095280000000000655e+03 1.300000000000000044e+00 4.778000000000000114e+01 5.214700000000000273e+02 2.388010000000000218e+03 8.175770000000000437e+03 8.404500000000000526e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.875999999999999801e+01 2.320660000000000167e+01
6.300000000000000000e+01 -1.899999999999999996e-03 -2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.431599999999999682e+02 1.593210000000000036e+03 1.419410000000000082e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.524700000000000273e+02 2.388150000000000091e+03 9.079329999999999927e+03 1.300000000000000044e+00 4.781000000000000227e+01 5.205599999999999454e+02 2.388119999999999891e+03 8.149539999999999964e+03 8.496999999999999886e+00 2.999999999999999889e-02 3.950000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.884000000000000341e+01 2.325309999999999988e+01
4.300000000000000000e+01 -1.100000000000000066e-03 4.000000000000000192e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.422699999999999818e+02 1.592990000000000009e+03 1.405440000000000055e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.535099999999999909e+02 2.388090000000000146e+03 9.063120000000000800e+03 1.300000000000000044e+00 4.750999999999999801e+01 5.215199999999999818e+02 2.388150000000000091e+03 8.141140000000000327e+03 8.460900000000000531e+00 2.999999999999999889e-02 3.920000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.885000000000000142e+01 2.329370000000000118e+01
3.000000000000000000e+00 1.799999999999999951e-03 -4.000000000000000192e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.433200000000000500e+02 1.601400000000000091e+03 1.429500000000000000e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.511000000000000227e+02 2.388269999999999982e+03 9.040979999999999563e+03 1.300000000000000044e+00 4.836999999999999744e+01 5.196200000000000045e+02 2.388269999999999982e+03 8.117880000000000109e+03 8.470100000000000406e+00 2.999999999999999889e-02 3.960000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.842000000000000171e+01 2.315650000000000119e+01
8.600000000000000000e+01 -2.099999999999999870e-03 -1.000000000000000048e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.430199999999999818e+02 1.594509999999999991e+03 1.407309999999999945e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.530499999999999545e+02 2.388159999999999854e+03 9.055520000000000437e+03 1.300000000000000044e+00 4.749000000000000199e+01 5.213099999999999454e+02 2.388130000000000109e+03 8.136109999999999673e+03 8.459799999999999542e+00 2.999999999999999889e-02 3.940000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.845000000000000284e+01 2.314740000000000109e+01
1.420000000000000000e+02 -5.999999999999999474e-04 -0.000000000000000000e+00 1.000000000000000000e+02 5.186699999999999591e+02 6.424299999999999500e+02 1.583599999999999909e+03 1.408509999999999991e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.546000000000000227e+02 2.388010000000000218e+03 9.073530000000000655e+03 1.300000000000000044e+00 4.732999999999999829e+01 5.225399999999999636e+02 2.387969999999999800e+03 8.152340000000000146e+03 8.372099999999999653e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.889999999999999858e+01 2.343540000000000134e+01
1.210000000000000000e+02 3.899999999999999821e-03 0.000000000000000000e+00 1.000000000000000000e+02 5.186699999999999591e+02 6.424800000000000182e+02 1.592049999999999955e+03 1.407750000000000000e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.527400000000000091e+02 2.388119999999999891e+03 9.062340000000000146e+03 1.300000000000000044e+00 4.763000000000000256e+01 5.207899999999999636e+02 2.388110000000000127e+03 8.135500000000000000e+03 8.400999999999999801e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.892999999999999972e+01 2.325169999999999959e+01
3.200000000000000000e+01 -3.500000000000000073e-03 -5.000000000000000104e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.432999999999999545e+02 1.594180000000000064e+03 1.412920000000000073e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.529500000000000455e+02 2.388079999999999927e+03 9.092139999999999418e+03 1.300000000000000044e+00 4.767000000000000171e+01 5.209500000000000455e+02 2.388099999999999909e+03 8.168250000000000000e+03 8.444399999999999906e+00 2.999999999999999889e-02 3.930000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.871999999999999886e+01 2.325329999999999941e+01
2.600000000000000000e+01 1.100000000000000066e-03 2.000000000000000096e-04 1.000000000000000000e+02 5.186699999999999591e+02 6.431900000000000546e+02 1.593259999999999991e+03 1.418779999999999973e+03 1.461999999999999922e+01 2.160999999999999943e+01 5.525800000000000409e+02 2.388119999999999891e+03 9.108719999999999345e+03 1.300000000000000044e+00 4.781000000000000227e+01 5.202799999999999727e+02 2.388110000000000127e+03 8.184630000000000109e+03 8.477000000000000313e+00 2.999999999999999889e-02 3.960000000000000000e+02 2.388000000000000000e+03 1.000000000000000000e+02 3.874000000000000199e+01 2.326869999999999905e+01
